layout,tile_count,total_cells,capacity,score_min,score_max
NewLayout_L15.json,14,72,24,19.26,31.22
NewLayout_L15.json,15,72,24,19.09,31.23
NewLayout_L15.json,16,72,24,20.96,33.49
NewLayout_L15.json,17,72,24,24.77,35.83
NewLayout_L15.json,18,72,24,25.95,37.19
NewLayout_L15.json,19,72,24,26.04,37.88
NewLayout_L15.json,20,72,24,29.58,39.54
NewLayout_L15.json,21,72,24,33.67,40.67
NewLayout_L15.json,22,72,24,30.86,41.81
NewLayout_L15.json,23,72,24,36.34,43.09
NewLayout_L15.json,24,72,24,38.48,44.57
NewLayout_L16.json,2,63,21,3.18,3.23
NewLayout_L16.json,3,63,21,3.18,3.72
NewLayout_L16.json,4,63,21,3.18,4.24
NewLayout_L16.json,5,63,21,3.18,5.43
NewLayout_L16.json,6,63,21,3.18,6.11
NewLayout_L16.json,7,63,21,3.18,7.59
NewLayout_L16.json,8,63,21,3.54,10.42
NewLayout_L16.json,9,63,21,4.27,11.29
NewLayout_L16.json,10,63,21,4.28,13.25
NewLayout_L16.json,11,63,21,6.36,14.32
NewLayout_L16.json,12,63,21,5.85,19.61
NewLayout_L16.json,13,63,21,7.5,21.25
NewLayout_L16.json,14,63,21,8.26,24.97
NewLayout_L16.json,15,63,21,8.93,23.8
NewLayout_L16.json,16,63,21,9.56,28.64
NewLayout_L16.json,17,63,21,14.93,30.5
NewLayout_L16.json,18,63,21,17.54,33.26
NewLayout_L16.json,19,63,21,19.2,33.61
NewLayout_L16.json,20,63,21,21.43,36.28
NewLayout_L16.json,21,63,21,24.48,37.98
NewLayout_L17.json,2,60,20,19.9,19.97
NewLayout_L17.json,3,60,20,19.9,20.31
NewLayout_L17.json,4,60,20,19.9,20.69
NewLayout_L17.json,5,60,20,19.9,22.26
NewLayout_L17.json,6,60,20,19.9,23.56
NewLayout_L17.json,7,60,20,20.14,26.27
NewLayout_L17.json,8,60,20,20.15,27.88
NewLayout_L17.json,9,60,20,19.9,29.25
NewLayout_L17.json,10,60,20,22.18,30.43
NewLayout_L17.json,11,60,20,22.0,32.2
NewLayout_L17.json,12,60,20,25.84,33.25
NewLayout_L17.json,13,60,20,26.05,34.86
NewLayout_L17.json,14,60,20,29.99,36.3
NewLayout_L17.json,15,60,20,30.59,38.39
NewLayout_L17.json,16,60,20,31.09,39.19
NewLayout_L17.json,17,60,20,34.73,40.77
NewLayout_L17.json,18,60,20,35.45,42.47
NewLayout_L17.json,19,60,20,36.61,43.77
NewLayout_L17.json,20,60,20,37.7,45.07
NewLayout_L18.json,2,69,23,6.37,6.37
NewLayout_L18.json,3,69,23,6.37,6.37
NewLayout_L18.json,4,69,23,6.37,6.59
NewLayout_L18.json,5,69,23,6.37,7.93
NewLayout_L18.json,6,69,23,6.37,12.31
NewLayout_L18.json,7,69,23,6.37,12.1
NewLayout_L18.json,8,69,23,6.37,13.93
NewLayout_L18.json,9,69,23,6.37,17.26
NewLayout_L18.json,10,69,23,6.37,18.93
NewLayout_L18.json,11,69,23,6.37,22.8
NewLayout_L18.json,12,69,23,6.37,23.77
NewLayout_L18.json,13,69,23,8.94,29.79
NewLayout_L18.json,14,69,23,10.5,29.19
NewLayout_L18.json,15,69,23,12.85,32.13
NewLayout_L18.json,16,69,23,20.13,36.01
NewLayout_L18.json,17,69,23,19.82,37.95
NewLayout_L18.json,18,69,23,19.94,38.87
NewLayout_L18.json,19,69,23,28.15,42.25
NewLayout_L18.json,20,69,23,29.02,43.37
NewLayout_L18.json,21,69,23,31.04,46.42
NewLayout_L18.json,22,69,23,36.62,48.67
NewLayout_L18.json,23,69,23,35.67,50.27
NewLayout_L19.json,2,63,21,13.2,13.2
NewLayout_L19.json,3,63,21,13.2,13.2
NewLayout_L19.json,4,63,21,13.2,14.84
NewLayout_L19.json,5,63,21,13.2,14.42
NewLayout_L19.json,6,63,21,13.2,14.84
NewLayout_L19.json,7,63,21,13.2,16.69
NewLayout_L19.json,8,63,21,13.2,18.85
NewLayout_L19.json,9,63,21,13.2,20.93
NewLayout_L19.json,10,63,21,13.2,22.01
NewLayout_L19.json,11,63,21,13.2,22.66
NewLayout_L19.json,12,63,21,14.41,25.48
NewLayout_L19.json,13,63,21,15.13,26.04
NewLayout_L19.json,14,63,21,17.59,28.01
NewLayout_L19.json,15,63,21,19.21,28.71
NewLayout_L19.json,16,63,21,19.35,31.5
NewLayout_L19.json,17,63,21,24.4,32.0
NewLayout_L19.json,18,63,21,23.37,32.89
NewLayout_L19.json,19,63,21,24.54,34.75
NewLayout_L19.json,20,63,21,27.42,35.59
NewLayout_L19.json,21,63,21,30.04,37.3
NewLayout_L20.json,2,72,24,18.88,18.88
NewLayout_L20.json,3,72,24,18.88,22.74
NewLayout_L20.json,4,72,24,18.88,25.64
NewLayout_L20.json,5,72,24,18.88,30.84
NewLayout_L20.json,6,72,24,18.88,35.07
NewLayout_L20.json,7,72,24,18.88,38.44
NewLayout_L20.json,8,72,24,23.31,42.61
NewLayout_L20.json,9,72,24,31.58,48.67
NewLayout_L20.json,10,72,24,31.98,55.98
NewLayout_L20.json,11,72,24,37.65,60.2
NewLayout_L20.json,12,72,24,36.26,62.19
NewLayout_L20.json,13,72,24,47.73,69.04
NewLayout_L20.json,14,72,24,53.83,73.56
NewLayout_L20.json,15,72,24,57.17,79.1
NewLayout_L20.json,16,72,24,61.68,80.5
NewLayout_L20.json,17,72,24,58.98,85.01
NewLayout_L20.json,18,72,24,70.75,92.55
NewLayout_L20.json,19,72,24,61.01,97.48
NewLayout_L20.json,20,72,24,67.51,101.55
NewLayout_L20.json,21,72,24,68.46,106.05
NewLayout_L20.json,22,72,24,84.75,109.98
NewLayout_L20.json,23,72,24,89.26,115.88
NewLayout_L20.json,24,72,24,94.75,116.48
NewLayout_L21.json,2,66,22,23.14,23.14
NewLayout_L21.json,3,66,22,23.14,23.89
NewLayout_L21.json,4,66,22,23.14,26.33
NewLayout_L21.json,5,66,22,23.14,30.92
NewLayout_L21.json,6,66,22,23.14,34.31
NewLayout_L21.json,7,66,22,23.84,38.55
NewLayout_L21.json,8,66,22,26.22,41.25
NewLayout_L21.json,9,66,22,24.83,47.37
NewLayout_L21.json,10,66,22,34.18,49.68
NewLayout_L21.json,11,66,22,29.35,53.9
NewLayout_L21.json,12,66,22,35.4,63.64
NewLayout_L21.json,13,66,22,43.08,61.29
NewLayout_L21.json,14,66,22,44.85,64.89
NewLayout_L21.json,15,66,22,47.39,71.87
NewLayout_L21.json,16,66,22,49.12,75.11
NewLayout_L21.json,17,66,22,59.06,76.67
NewLayout_L21.json,18,66,22,58.58,80.46
NewLayout_L21.json,19,66,22,59.0,85.23
NewLayout_L21.json,20,66,22,68.8,89.09
NewLayout_L21.json,21,66,22,67.22,91.49
NewLayout_L21.json,22,66,22,79.64,95.04
NewLayout_L22.json,2,72,24,16.13,16.13
NewLayout_L22.json,3,72,24,16.13,16.24
NewLayout_L22.json,4,72,24,16.13,16.29
NewLayout_L22.json,5,72,24,16.13,16.38
NewLayout_L22.json,6,72,24,16.13,17.0
NewLayout_L22.json,7,72,24,16.13,18.33
NewLayout_L22.json,8,72,24,16.13,18.31
NewLayout_L22.json,9,72,24,16.13,20.44
NewLayout_L22.json,10,72,24,16.13,21.06
NewLayout_L22.json,11,72,24,16.13,21.77
NewLayout_L22.json,12,72,24,16.13,24.0
NewLayout_L22.json,13,72,24,17.02,25.92
NewLayout_L22.json,14,72,24,16.8,28.72
NewLayout_L22.json,15,72,24,18.47,28.87
NewLayout_L22.json,16,72,24,19.24,31.36
NewLayout_L22.json,17,72,24,19.83,32.26
NewLayout_L22.json,18,72,24,20.17,33.74
NewLayout_L22.json,19,72,24,24.87,36.23
NewLayout_L22.json,20,72,24,24.82,36.47
NewLayout_L22.json,21,72,24,25.46,37.47
NewLayout_L22.json,22,72,24,29.45,39.72
NewLayout_L22.json,23,72,24,31.3,39.82
NewLayout_L22.json,24,72,24,35.07,40.9
NewLayout_L23.json,2,72,24,15.96,15.96
NewLayout_L23.json,3,72,24,15.96,15.96
NewLayout_L23.json,4,72,24,15.96,18.99
NewLayout_L23.json,5,72,24,15.96,21.69
NewLayout_L23.json,6,72,24,15.96,27.2
NewLayout_L23.json,7,72,24,15.96,30.77
NewLayout_L23.json,8,72,24,15.96,34.14
NewLayout_L23.json,9,72,24,17.73,37.49
NewLayout_L23.json,10,72,24,19.27,40.22
NewLayout_L23.json,11,72,24,26.45,43.88
NewLayout_L23.json,12,72,24,21.46,48.55
NewLayout_L23.json,13,72,24,33.34,51.0
NewLayout_L23.json,14,72,24,33.89,55.85
NewLayout_L23.json,15,72,24,38.16,57.52
NewLayout_L23.json,16,72,24,41.17,61.34
NewLayout_L23.json,17,72,24,44.95,66.97
NewLayout_L23.json,18,72,24,51.89,69.56
NewLayout_L23.json,19,72,24,50.9,71.47
NewLayout_L23.json,20,72,24,54.16,75.04
NewLayout_L23.json,21,72,24,55.64,80.29
NewLayout_L23.json,22,72,24,64.09,79.74
NewLayout_L23.json,23,72,24,69.54,84.57
NewLayout_L23.json,24,72,24,70.62,87.22
NewLayout_L24.json,2,69,23,19.04,19.09
NewLayout_L24.json,3,69,23,19.04,22.0
NewLayout_L24.json,4,69,23,19.04,24.15
NewLayout_L24.json,5,69,23,19.04,27.69
NewLayout_L24.json,6,69,23,19.45,32.79
NewLayout_L24.json,7,69,23,22.37,34.82
NewLayout_L24.json,8,69,23,25.68,40.74
NewLayout_L24.json,9,69,23,26.38,44.38
NewLayout_L24.json,10,69,23,28.95,48.58
NewLayout_L24.json,11,69,23,32.71,51.66
NewLayout_L24.json,12,69,23,33.99,58.7
NewLayout_L24.json,13,69,23,45.62,58.72
NewLayout_L24.json,14,69,23,48.14,64.38
NewLayout_L24.json,15,69,23,47.5,65.82
NewLayout_L24.json,16,69,23,49.86,73.03
NewLayout_L24.json,17,69,23,54.76,74.4
NewLayout_L24.json,18,69,23,61.21,80.02
NewLayout_L24.json,19,69,23,59.67,82.14
NewLayout_L24.json,20,69,23,71.58,86.32
NewLayout_L24.json,21,69,23,69.74,90.71
NewLayout_L24.json,22,69,23,76.29,91.33
NewLayout_L24.json,23,69,23,72.14,93.81
NewLayout_L25.json,2,75,25,16.18,16.18
NewLayout_L25.json,3,75,25,16.18,21.12
NewLayout_L25.json,4,75,25,16.18,24.35
NewLayout_L25.json,5,75,25,16.18,28.75
NewLayout_L25.json,6,75,25,16.18,31.64
NewLayout_L25.json,7,75,25,20.29,36.49
NewLayout_L25.json,8,75,25,17.91,39.23
NewLayout_L25.json,9,75,25,21.96,44.15
NewLayout_L25.json,10,75,25,26.38,50.27
NewLayout_L25.json,11,75,25,33.46,52.3
NewLayout_L25.json,12,75,25,34.77,56.54
NewLayout_L25.json,13,75,25,43.98,60.76
NewLayout_L25.json,14,75,25,41.54,63.88
NewLayout_L25.json,15,75,25,45.26,70.6
NewLayout_L25.json,16,75,25,50.13,74.6
NewLayout_L25.json,17,75,25,59.68,78.06
NewLayout_L25.json,18,75,25,59.44,80.83
NewLayout_L25.json,19,75,25,61.7,86.88
NewLayout_L25.json,20,75,25,60.53,89.35
NewLayout_L25.json,21,75,25,72.15,96.53
NewLayout_L25.json,22,75,25,74.08,96.22
NewLayout_L25.json,23,75,25,77.98,100.57
NewLayout_L25.json,24,75,25,78.45,103.3
NewLayout_L25.json,25,75,25,91.35,106.92
NewLayout_L26.json,2,54,18,2.06,6.45
NewLayout_L26.json,3,54,18,2.06,9.83
NewLayout_L26.json,4,54,18,3.7,12.7
NewLayout_L26.json,5,54,18,5.61,16.4
NewLayout_L26.json,6,54,18,11.81,19.68
NewLayout_L26.json,7,54,18,10.62,23.07
NewLayout_L26.json,8,54,18,18.64,25.74
NewLayout_L26.json,9,54,18,16.27,29.43
NewLayout_L26.json,10,54,18,21.57,33.64
NewLayout_L26.json,11,54,18,26.22,37.66
NewLayout_L26.json,12,54,18,30.04,41.0
NewLayout_L26.json,13,54,18,36.79,44.56
NewLayout_L26.json,14,54,18,36.11,47.69
NewLayout_L26.json,15,54,18,44.87,50.66
NewLayout_L26.json,16,54,18,48.91,55.44
NewLayout_L26.json,17,54,18,41.79,57.69
NewLayout_L26.json,18,54,18,54.52,62.79
NewLayout_L27.json,2,69,23,17.6,17.65
NewLayout_L27.json,3,69,23,17.6,17.82
NewLayout_L27.json,4,69,23,17.6,18.86
NewLayout_L27.json,5,69,23,17.6,18.89
NewLayout_L27.json,6,69,23,17.6,19.86
NewLayout_L27.json,7,69,23,17.6,23.61
NewLayout_L27.json,8,69,23,17.6,24.96
NewLayout_L27.json,9,69,23,17.79,25.41
NewLayout_L27.json,10,69,23,17.88,28.53
NewLayout_L27.json,11,69,23,19.57,30.42
NewLayout_L27.json,12,69,23,19.82,31.83
NewLayout_L27.json,13,69,23,18.99,33.84
NewLayout_L27.json,14,69,23,23.41,35.3
NewLayout_L27.json,15,69,23,26.69,36.85
NewLayout_L27.json,16,69,23,30.88,38.98
NewLayout_L27.json,17,69,23,29.18,40.4
NewLayout_L27.json,18,69,23,33.62,42.67
NewLayout_L27.json,19,69,23,34.38,43.68
NewLayout_L27.json,20,69,23,37.61,45.11
NewLayout_L27.json,21,69,23,39.08,47.46
NewLayout_L27.json,22,69,23,36.58,48.01
NewLayout_L27.json,23,69,23,42.16,49.83
NewLayout_L28.json,2,54,18,1.5,1.5
NewLayout_L28.json,3,54,18,1.5,2.5
NewLayout_L28.json,4,54,18,1.5,2.99
NewLayout_L28.json,5,54,18,1.5,4.28
NewLayout_L28.json,6,54,18,1.5,6.53
NewLayout_L28.json,7,54,18,1.5,9.31
NewLayout_L28.json,8,54,18,1.5,11.81
NewLayout_L28.json,9,54,18,2.06,15.18
NewLayout_L28.json,10,54,18,5.61,17.64
NewLayout_L28.json,11,54,18,8.53,18.27
NewLayout_L28.json,12,54,18,7.54,20.27
NewLayout_L28.json,13,54,18,8.33,22.74
NewLayout_L28.json,14,54,18,12.3,25.2
NewLayout_L28.json,15,54,18,16.27,27.05
NewLayout_L28.json,16,54,18,16.15,28.25
NewLayout_L28.json,17,54,18,19.35,31.8
NewLayout_L28.json,18,54,18,21.4,32.33
NewLayout_L29.json,2,72,24,15.12,15.12
NewLayout_L29.json,3,72,24,15.12,15.12
NewLayout_L29.json,4,72,24,15.12,15.12
NewLayout_L29.json,5,72,24,15.12,15.77
NewLayout_L29.json,6,72,24,15.12,15.68
NewLayout_L29.json,7,72,24,15.12,17.48
NewLayout_L29.json,8,72,24,15.12,21.33
NewLayout_L29.json,9,72,24,15.12,23.75
NewLayout_L29.json,10,72,24,15.12,26.07
NewLayout_L29.json,11,72,24,15.12,27.09
NewLayout_L29.json,12,72,24,16.46,30.6
NewLayout_L29.json,13,72,24,16.05,32.11
NewLayout_L29.json,14,72,24,17.48,34.7
NewLayout_L29.json,15,72,24,18.34,35.07
NewLayout_L29.json,16,72,24,23.48,37.71
NewLayout_L29.json,17,72,24,24.31,38.84
NewLayout_L29.json,18,72,24,27.42,39.82
NewLayout_L29.json,19,72,24,25.95,40.82
NewLayout_L29.json,20,72,24,27.07,43.13
NewLayout_L29.json,21,72,24,34.3,43.72
NewLayout_L29.json,22,72,24,35.98,46.5
NewLayout_L29.json,23,72,24,37.45,46.43
NewLayout_L29.json,24,72,24,41.15,48.38
NewLayout_L3.json,2,48,16,0.31,0.31
NewLayout_L3.json,3,48,16,0.31,0.31
NewLayout_L3.json,4,48,16,0.31,0.31
NewLayout_L3.json,5,48,16,0.31,0.31
NewLayout_L3.json,6,48,16,0.31,0.31
NewLayout_L3.json,7,48,16,0.31,1.27
NewLayout_L3.json,8,48,16,0.31,1.36
NewLayout_L3.json,9,48,16,0.31,2.55
NewLayout_L3.json,10,48,16,0.31,4.35
NewLayout_L3.json,11,48,16,0.31,4.18
NewLayout_L3.json,12,48,16,0.31,6.15
NewLayout_L3.json,13,48,16,0.31,6.67
NewLayout_L3.json,14,48,16,0.31,8.31
NewLayout_L3.json,15,48,16,0.31,9.28
NewLayout_L3.json,16,48,16,0.31,10.61
NewLayout_L30.json,2,69,23,13.28,13.28
NewLayout_L30.json,3,69,23,13.28,13.28
NewLayout_L30.json,4,69,23,13.28,17.68
NewLayout_L30.json,5,69,23,13.28,18.23
NewLayout_L30.json,6,69,23,13.28,24.33
NewLayout_L30.json,7,69,23,13.28,24.58
NewLayout_L30.json,8,69,23,13.28,26.78
NewLayout_L30.json,9,69,23,13.28,31.97
NewLayout_L30.json,10,69,23,16.97,33.26
NewLayout_L30.json,11,69,23,20.76,38.9
NewLayout_L30.json,12,69,23,23.93,44.13
NewLayout_L30.json,13,69,23,24.9,45.08
NewLayout_L30.json,14,69,23,28.24,48.58
NewLayout_L30.json,15,69,23,21.06,53.43
NewLayout_L30.json,16,69,23,37.38,57.29
NewLayout_L30.json,17,69,23,38.13,57.46
NewLayout_L30.json,18,69,23,40.84,63.88
NewLayout_L30.json,19,69,23,39.71,65.44
NewLayout_L30.json,20,69,23,43.28,66.21
NewLayout_L30.json,21,69,23,48.13,73.23
NewLayout_L30.json,22,69,23,56.79,74.78
NewLayout_L30.json,23,69,23,58.41,77.44
NewLayout_L31.json,2,60,20,10.08,10.08
NewLayout_L31.json,3,60,20,10.08,15.92
NewLayout_L31.json,4,60,20,10.08,19.55
NewLayout_L31.json,5,60,20,10.08,23.32
NewLayout_L31.json,6,60,20,10.08,24.89
NewLayout_L31.json,7,60,20,10.08,28.95
NewLayout_L31.json,8,60,20,15.25,32.83
NewLayout_L31.json,9,60,20,20.75,36.89
NewLayout_L31.json,10,60,20,22.11,40.33
NewLayout_L31.json,11,60,20,21.01,43.75
NewLayout_L31.json,12,60,20,31.27,48.15
NewLayout_L31.json,13,60,20,35.56,50.39
NewLayout_L31.json,14,60,20,33.08,53.49
NewLayout_L31.json,15,60,20,39.25,56.88
NewLayout_L31.json,16,60,20,45.73,59.1
NewLayout_L31.json,17,60,20,49.11,63.23
NewLayout_L31.json,18,60,20,51.71,65.43
NewLayout_L31.json,19,60,20,59.01,69.33
NewLayout_L31.json,20,60,20,64.21,71.11
NewLayout_L32.json,2,69,23,21.89,21.99
NewLayout_L32.json,3,69,23,21.89,22.24
NewLayout_L32.json,4,69,23,21.89,23.18
NewLayout_L32.json,5,69,23,21.89,25.09
NewLayout_L32.json,6,69,23,21.89,27.44
NewLayout_L32.json,7,69,23,21.89,30.08
NewLayout_L32.json,8,69,23,22.45,31.75
NewLayout_L32.json,9,69,23,22.25,33.77
NewLayout_L32.json,10,69,23,24.35,35.54
NewLayout_L32.json,11,69,23,25.43,37.32
NewLayout_L32.json,12,69,23,28.03,39.04
NewLayout_L32.json,13,69,23,26.75,40.7
NewLayout_L32.json,14,69,23,32.41,42.86
NewLayout_L32.json,15,69,23,34.01,44.31
NewLayout_L32.json,16,69,23,38.28,46.63
NewLayout_L32.json,17,69,23,39.07,47.36
NewLayout_L32.json,18,69,23,42.97,49.24
NewLayout_L32.json,19,69,23,39.31,51.52
NewLayout_L32.json,20,69,23,43.96,53.47
NewLayout_L32.json,21,69,23,47.19,55.22
NewLayout_L32.json,22,69,23,50.97,57.19
NewLayout_L32.json,23,69,23,49.22,59.52
NewLayout_L33.json,2,75,25,9.04,9.04
NewLayout_L33.json,3,75,25,9.04,9.04
NewLayout_L33.json,4,75,25,9.04,9.04
NewLayout_L33.json,5,75,25,9.04,9.04
NewLayout_L33.json,6,75,25,9.04,9.04
NewLayout_L33.json,7,75,25,9.04,10.93
NewLayout_L33.json,8,75,25,9.04,11.73
NewLayout_L33.json,9,75,25,9.04,12.15
NewLayout_L33.json,10,75,25,9.04,12.86
NewLayout_L33.json,11,75,25,9.04,15.93
NewLayout_L33.json,12,75,25,9.04,18.56
NewLayout_L33.json,13,75,25,9.04,19.79
NewLayout_L33.json,14,75,25,10.1,21.65
NewLayout_L33.json,15,75,25,9.04,23.93
NewLayout_L33.json,16,75,25,9.04,25.6
NewLayout_L33.json,17,75,25,15.24,25.75
NewLayout_L33.json,18,75,25,14.36,29.14
NewLayout_L33.json,19,75,25,17.99,30.01
NewLayout_L33.json,20,75,25,18.38,31.78
NewLayout_L33.json,21,75,25,22.55,31.93
NewLayout_L33.json,22,75,25,20.96,36.54
NewLayout_L33.json,23,75,25,21.96,37.01
NewLayout_L33.json,24,75,25,26.01,38.53
NewLayout_L33.json,25,75,25,30.14,40.21
NewLayout_L34.json,2,60,20,1.5,1.5
NewLayout_L34.json,3,60,20,1.5,6.71
NewLayout_L34.json,4,60,20,1.5,8.92
NewLayout_L34.json,5,60,20,1.5,11.45
NewLayout_L34.json,6,60,20,1.5,13.83
NewLayout_L34.json,7,60,20,1.5,16.79
NewLayout_L34.json,8,60,20,2.89,20.2
NewLayout_L34.json,9,60,20,4.02,21.48
NewLayout_L34.json,10,60,20,15.37,25.37
NewLayout_L34.json,11,60,20,18.96,27.38
NewLayout_L34.json,12,60,20,21.41,30.72
NewLayout_L34.json,13,60,20,20.36,33.31
NewLayout_L34.json,14,60,20,27.29,36.12
NewLayout_L34.json,15,60,20,28.42,38.5
NewLayout_L34.json,16,60,20,32.37,41.77
NewLayout_L34.json,17,60,20,34.43,42.97
NewLayout_L34.json,18,60,20,34.68,46.28
NewLayout_L34.json,19,60,20,35.83,49.0
NewLayout_L34.json,20,60,20,43.77,51.07
NewLayout_L35.json,2,66,22,16.99,17.17
NewLayout_L35.json,3,66,22,16.99,17.72
NewLayout_L35.json,4,66,22,17.03,18.19
NewLayout_L35.json,5,66,22,16.99,18.94
NewLayout_L35.json,6,66,22,17.69,20.21
NewLayout_L35.json,7,66,22,17.97,23.75
NewLayout_L35.json,8,66,22,17.98,24.78
NewLayout_L35.json,9,66,22,18.56,25.49
NewLayout_L35.json,10,66,22,19.74,28.18
NewLayout_L35.json,11,66,22,20.19,29.6
NewLayout_L35.json,12,66,22,20.83,30.96
NewLayout_L35.json,13,66,22,22.26,33.59
NewLayout_L35.json,14,66,22,27.16,35.48
NewLayout_L35.json,15,66,22,28.65,37.05
NewLayout_L35.json,16,66,22,28.16,38.84
NewLayout_L35.json,17,66,22,30.97,40.18
NewLayout_L35.json,18,66,22,33.55,41.39
NewLayout_L35.json,19,66,22,35.72,43.57
NewLayout_L35.json,20,66,22,39.14,45.5
NewLayout_L35.json,21,66,22,37.75,46.52
NewLayout_L35.json,22,66,22,38.19,48.02
NewLayout_L36.json,2,72,24,5.53,5.53
NewLayout_L36.json,3,72,24,5.53,5.53
NewLayout_L36.json,4,72,24,5.53,5.53
NewLayout_L36.json,5,72,24,5.53,6.6
NewLayout_L36.json,6,72,24,5.53,6.6
NewLayout_L36.json,7,72,24,5.53,7.48
NewLayout_L36.json,8,72,24,5.53,9.07
NewLayout_L36.json,9,72,24,5.53,12.17
NewLayout_L36.json,10,72,24,5.53,13.53
NewLayout_L36.json,11,72,24,5.53,14.99
NewLayout_L36.json,12,72,24,5.53,17.39
NewLayout_L36.json,13,72,24,5.53,19.05
NewLayout_L36.json,14,72,24,5.53,21.4
NewLayout_L36.json,15,72,24,5.53,24.23
NewLayout_L36.json,16,72,24,11.78,24.75
NewLayout_L36.json,17,72,24,12.02,27.1
NewLayout_L36.json,18,72,24,17.34,28.53
NewLayout_L36.json,19,72,24,17.92,30.19
NewLayout_L36.json,20,72,24,21.3,33.58
NewLayout_L36.json,21,72,24,20.96,34.15
NewLayout_L36.json,22,72,24,22.82,35.03
NewLayout_L36.json,23,72,24,23.42,37.33
NewLayout_L36.json,24,72,24,27.83,39.2
NewLayout_L37.json,2,69,23,17.6,17.65
NewLayout_L37.json,3,69,23,17.6,17.9
NewLayout_L37.json,4,69,23,17.6,18.26
NewLayout_L37.json,5,69,23,17.6,18.93
NewLayout_L37.json,6,69,23,17.6,21.41
NewLayout_L37.json,7,69,23,17.6,23.96
NewLayout_L37.json,8,69,23,18.33,25.77
NewLayout_L37.json,9,69,23,19.25,27.84
NewLayout_L37.json,10,69,23,19.26,29.21
NewLayout_L37.json,11,69,23,21.66,31.06
NewLayout_L37.json,12,69,23,22.41,31.54
NewLayout_L37.json,13,69,23,25.44,34.57
NewLayout_L37.json,14,69,23,27.55,35.22
NewLayout_L37.json,15,69,23,25.48,38.85
NewLayout_L37.json,16,69,23,31.43,39.03
NewLayout_L37.json,17,69,23,33.3,40.46
NewLayout_L37.json,18,69,23,34.56,42.55
NewLayout_L37.json,19,69,23,34.15,44.63
NewLayout_L37.json,20,69,23,38.83,46.48
NewLayout_L37.json,21,69,23,40.9,47.03
NewLayout_L37.json,22,69,23,40.28,48.73
NewLayout_L37.json,23,69,23,44.53,50.5
NewLayout_L38.json,2,78,26,24.1,24.1
NewLayout_L38.json,3,78,26,24.1,24.1
NewLayout_L38.json,4,78,26,24.1,25.04
NewLayout_L38.json,5,78,26,24.1,25.42
NewLayout_L38.json,6,78,26,24.1,27.79
NewLayout_L38.json,7,78,26,24.1,29.66
NewLayout_L38.json,8,78,26,24.1,31.44
NewLayout_L38.json,9,78,26,24.1,34.57
NewLayout_L38.json,10,78,26,25.36,38.56
NewLayout_L38.json,11,78,26,25.9,40.59
NewLayout_L38.json,12,78,26,29.82,44.15
NewLayout_L38.json,13,78,26,32.67,46.2
NewLayout_L38.json,14,78,26,26.08,51.84
NewLayout_L38.json,15,78,26,36.14,55.01
NewLayout_L38.json,16,78,26,33.72,57.67
NewLayout_L38.json,17,78,26,40.84,61.94
NewLayout_L38.json,18,78,26,46.6,64.97
NewLayout_L38.json,19,78,26,47.64,68.4
NewLayout_L38.json,20,78,26,50.55,71.09
NewLayout_L38.json,21,78,26,55.58,76.47
NewLayout_L38.json,22,78,26,57.01,77.82
NewLayout_L38.json,23,78,26,57.4,79.82
NewLayout_L38.json,24,78,26,64.5,85.63
NewLayout_L38.json,25,78,26,70.5,87.72
NewLayout_L39.json,2,60,20,12.46,12.46
NewLayout_L39.json,3,60,20,12.46,12.46
NewLayout_L39.json,4,60,20,12.46,12.46
NewLayout_L39.json,5,60,20,12.46,13.94
NewLayout_L39.json,6,60,20,12.46,16.58
NewLayout_L39.json,7,60,20,12.46,21.99
NewLayout_L39.json,8,60,20,12.46,22.81
NewLayout_L39.json,9,60,20,12.46,27.43
NewLayout_L39.json,10,60,20,12.46,29.01
NewLayout_L39.json,11,60,20,12.46,31.49
NewLayout_L39.json,12,60,20,17.88,32.7
NewLayout_L39.json,13,60,20,20.4,36.69
NewLayout_L39.json,14,60,20,17.63,37.49
NewLayout_L39.json,15,60,20,24.05,43.48
NewLayout_L39.json,16,60,20,28.48,45.66
NewLayout_L39.json,17,60,20,32.96,47.06
NewLayout_L39.json,18,60,20,35.84,49.83
NewLayout_L39.json,19,60,20,39.63,52.28
NewLayout_L39.json,20,60,20,33.33,53.99
NewLayout_L4.json,2,63,21,9.48,9.48
NewLayout_L4.json,3,63,21,9.48,9.48
NewLayout_L4.json,4,63,21,9.48,9.48
NewLayout_L4.json,5,63,21,9.48,9.48
NewLayout_L4.json,6,63,21,9.48,10.09
NewLayout_L4.json,7,63,21,9.48,9.48
NewLayout_L4.json,8,63,21,9.48,10.9
NewLayout_L4.json,9,63,21,9.48,11.03
NewLayout_L4.json,10,63,21,9.48,12.17
NewLayout_L4.json,11,63,21,9.48,14.23
NewLayout_L4.json,12,63,21,9.48,15.4
NewLayout_L4.json,13,63,21,9.48,16.97
NewLayout_L4.json,14,63,21,9.48,17.23
NewLayout_L4.json,15,63,21,9.48,19.05
NewLayout_L4.json,16,63,21,9.48,21.01
NewLayout_L4.json,17,63,21,9.48,24.06
NewLayout_L4.json,18,63,21,13.44,24.41
NewLayout_L4.json,19,63,21,9.48,26.89
NewLayout_L4.json,20,63,21,17.48,28.46
NewLayout_L4.json,21,63,21,13.61,29.91
NewLayout_L40.json,2,72,24,12.7,12.7
NewLayout_L40.json,3,72,24,12.7,13.37
